doenca,localidade,ano,semana_epidemiologica,semana_ano,data_inicio_semana,casos_notificados,casos_confirmados,casos_fem,casos_masc,casos_0_19,casos_20_59,casos_60_mais
Dengue,Estado de São Paulo,2024,13,202413,2024-03-31,122303,121295,66374,55817,24913,76477,20913
Dengue,Estado de São Paulo,2024,14,202414,2024-04-07,127217,126137,68902,58174,27583,79515,20119
Dengue,Estado de São Paulo,2024,15,202415,2024-04-14,147314,146078,79128,68046,32848,92564,21902
Dengue,Estado de São Paulo,2024,16,202416,2024-04-21,144184,143057,78127,65915,31065,90491,22628
Dengue,Estado de São Paulo,2024,17,202417,2024-04-28,148230,147049,80409,67719,32591,91987,23652
Dengue,Estado de São Paulo,2024,18,202418,2024-05-05,134900,133657,72768,62017,28891,84105,21904
Dengue,Estado de São Paulo,2024,19,202419,2024-05-12,148500,147077,80698,67651,31882,92157,24461
Dengue,Estado de São Paulo,2024,20,202420,2024-05-19,149252,147723,81551,67547,31284,91570,26398
Dengue,Estado de São Paulo,2024,21,202421,2024-05-26,128531,127171,69970,58417,27166,79029,22336
Dengue,Estado de São Paulo,2024,22,202422,2024-06-02,82099,81022,43861,38170,16518,51361,14220
Dengue,Estado de São Paulo,2024,23,202423,2024-06-09,60967,60128,32646,28249,12996,37744,10227
Dengue,Estado de São Paulo,2024,24,202424,2024-06-16,46639,45965,24291,22291,10890,28916,6833
Dengue,Estado de São Paulo,2024,25,202425,2024-06-23,39535,38943,20955,18553,9026,24661,5848
Dengue,Estado de São Paulo,2024,26,202426,2024-06-30,32062,31364,17085,14947,7360,19863,4839
Dengue,Estado de São Paulo,2024,27,202427,2024-07-07,20119,19768,10606,9495,4153,13070,2896
Dengue,Estado de São Paulo,2024,28,202428,2024-07-14,12810,12498,6693,6109,2869,7997,1944
Dengue,Estado de São Paulo,2024,29,202429,2024-07-21,10716,10460,5591,5113,2141,7033,1542
Dengue,Estado de São Paulo,2024,30,202430,2024-07-28,8727,8495,4582,4142,1707,5696,1324
Dengue,Estado de São Paulo,2024,31,202431,2024-08-04,7433,7232,3951,3479,1574,4759,1100
Dengue,Estado de São Paulo,2024,32,202432,2024-08-11,6850,6641,3644,3201,1502,4299,1049
Dengue,Estado de São Paulo,2024,33,202433,2024-08-18,5077,4860,2664,2410,1034,3265,778
Dengue,Estado de São Paulo,2024,34,202434,2024-08-25,4702,4405,2580,2119,1073,2963,666
Dengue,Estado de São Paulo,2024,35,202435,2024-09-01,3902,3689,2102,1799,901,2428,573
Dengue,Estado de São Paulo,2024,36,202436,2024-09-08,3884,3620,2066,1818,1029,2337,518
Dengue,Estado de São Paulo,2024,37,202437,2024-09-15,3797,3527,2041,1754,1021,2275,501
Dengue,Estado de São Paulo,2024,38,202438,2024-09-22,3211,2960,1734,1477,884,1926,401
Dengue,Estado de São Paulo,2024,39,202439,2024-09-29,3455,3160,1857,1596,1004,2072,379
Dengue,Estado de São Paulo,2024,40,202440,2024-10-06,3265,3009,1719,1545,933,1966,366
Dengue,Estado de São Paulo,2024,41,202441,2024-10-13,3064,2809,1670,1393,813,1848,403
Dengue,Estado de São Paulo,2024,42,202442,2024-10-20,3169,2941,1691,1477,843,1927,399
Dengue,Estado de São Paulo,2024,43,202443,2024-10-27,3212,2952,1684,1523,856,1939,417
Dengue,Estado de São Paulo,2024,44,202444,2024-11-03,3189,2919,1690,1498,882,1891,416
Dengue,Estado de São Paulo,2024,45,202445,2024-11-10,3382,3134,1778,1603,863,2073,446
Dengue,Estado de São Paulo,2024,46,202446,2024-11-17,3283,3018,1723,1559,872,1990,421
Dengue,Estado de São Paulo,2024,47,202447,2024-11-24,4209,3895,2233,1976,988,2621,600
Dengue,Estado de São Paulo,2024,48,202448,2024-12-01,5086,4664,2730,2352,1179,3139,768
Dengue,Estado de São Paulo,2024,49,202449,2024-12-08,6184,5704,3333,2850,1217,3873,1094
Dengue,Estado de São Paulo,2024,50,202450,2024-12-15,7911,7421,4284,3625,1420,4905,1586
Dengue,Estado de São Paulo,2024,51,202451,2024-12-22,9560,8803,5187,4369,1741,5984,1835
Dengue,Estado de São Paulo,2024,52,202452,2024-12-29,8858,8165,4794,4058,1616,5528,1714
Dengue,Estado de São Paulo,2025,1,202501,2025-01-05,9544,9405,4894,4646,1680,6236,1628
Dengue,Estado de São Paulo,2025,2,202502,2025-01-12,21469,21295,11271,10188,3597,14034,3838
Dengue,Estado de São Paulo,2025,3,202503,2025-01-19,25076,24892,13662,11401,4428,15953,4695
Dengue,Estado de São Paulo,2025,4,202504,2025-01-26,29141,28894,15889,13239,5327,18509,5305
Dengue,Estado de São Paulo,2025,5,202505,2025-02-02,35166,34923,19469,15680,6267,22407,6492
Dengue,Estado de São Paulo,2025,6,202506,2025-02-09,34958,34710,19170,15768,6734,21924,6300
Dengue,Estado de São Paulo,2025,7,202507,2025-02-16,37101,36815,20291,16782,7755,23314,6032
Dengue,Estado de São Paulo,2025,8,202508,2025-02-23,41911,41620,23266,18628,8777,26283,6851
Dengue,Estado de São Paulo,2025,9,202509,2025-03-02,48863,48505,27060,21774,9752,30733,8378
Dengue,Estado de São Paulo,2025,10,202510,2025-03-09,47653,47368,26303,21314,8729,30364,8560
Dengue,Estado de São Paulo,2025,11,202511,2025-03-16,57371,57029,31685,25650,11485,35729,10157
Dengue,Estado de São Paulo,2025,12,202512,2025-03-23,57784,57448,32142,25612,11162,35981,10641
Dengue,Estado de São Paulo,2025,13,202513,2025-03-30,56821,56418,31519,25271,11359,35223,10239
Dengue,Estado de São Paulo,2025,14,202514,2025-04-06,52048,51696,28695,23323,10542,32636,8870
Dengue,Estado de São Paulo,2025,15,202515,2025-04-13,48565,48224,26922,21617,9735,30645,8185
Dengue,Estado de São Paulo,2025,16,202516,2025-04-20,37931,37665,20585,17321,7451,23912,6568
Dengue,Estado de São Paulo,2025,17,202517,2025-04-27,38705,38407,20860,17831,7703,25015,5987
Dengue,Estado de São Paulo,2025,18,202518,2025-05-04,32087,31797,16814,15249,6523,20511,5053
Dengue,Estado de São Paulo,2025,19,202519,2025-05-11,33126,32860,17473,15634,6987,21152,4987
Dengue,Estado de São Paulo,2025,20,202520,2025-05-18,26501,26237,14052,12439,5918,16893,3690
Dengue,Estado de São Paulo,2025,21,202521,2025-05-25,21698,21467,11441,10230,5096,13557,3045
Dengue,Estado de São Paulo,2025,22,202522,2025-06-01,16810,16615,8856,7942,3810,10760,2240
Dengue,Estado de São Paulo,2025,23,202523,2025-06-08,12748,12623,6695,6038,2852,8159,1737
Dengue,Estado de São Paulo,2025,24,202524,2025-06-15,8341,8265,4251,4089,2017,5247,1077
Dengue,Estado de São Paulo,2025,25,202525,2025-06-22,5781,5718,2985,2796,1347,3743,691
Dengue,Estado de São Paulo,2025,26,202526,2025-06-29,4812,4735,2471,2338,1192,3117,503
Dengue,Estado de São Paulo,2025,27,202527,2025-07-06,3821,3717,2009,1810,877,2510,434
Dengue,Estado de São Paulo,2025,28,202528,2025-07-13,2935,2889,1527,1408,652,1965,318
Dengue,Estado de São Paulo,2025,29,202529,2025-07-20,2553,2473,1326,1220,586,1673,294
Dengue,Estado de São Paulo,2025,30,202530,2025-07-27,2325,2242,1275,1046,523,1549,253
Dengue,Estado de São Paulo,2025,31,202531,2025-08-03,1997,1934,1041,955,448,1321,228
Dengue,Estado de São Paulo,2025,32,202532,2025-08-10,1820,1773,983,836,459,1180,181
Dengue,Estado de São Paulo,2025,33,202533,2025-08-17,1554,1480,861,692,442,986,126
Dengue,Estado de São Paulo,2025,34,202534,2025-08-24,1664,1591,917,746,447,1068,149
Dengue,Estado de São Paulo,2025,35,202535,2025-08-31,1463,1421,829,632,402,931,130
Dengue,Estado de São Paulo,2025,36,202536,2025-09-07,1636,1579,924,711,464,1030,142
Dengue,Estado de São Paulo,2025,37,202537,2025-09-14,1787,1731,992,782,529,1118,140
Dengue,Estado de São Paulo,2025,38,202538,2025-09-21,1881,1825,1026,849,612,1132,137
Dengue,Estado de São Paulo,2025,39,202539,2025-09-28,1801,1753,992,808,516,1150,135
Dengue,Estado de São Paulo,2025,40,202540,2025-10-05,2074,2015,1153,921,634,1284,156
Dengue,Estado de São Paulo,2025,41,202541,2025-10-12,1899,1833,1046,852,585,1150,164
Dengue,Estado de São Paulo,2025,42,202542,2025-10-19,1913,1858,1039,874,567,1192,154
Dengue,Estado de São Paulo,2025,43,202543,2025-10-26,1953,1889,1072,880,603,1206,144
Dengue,Estado de São Paulo,2025,44,202544,2025-11-02,1855,1764,1027,827,553,1168,134
Dengue,Estado de São Paulo,2025,45,202545,2025-11-09,1908,1813,1021,885,584,1183,141
Dengue,Estado de São Paulo,2025,46,202546,2025-11-16,2067,1986,1117,949,659,1245,163
Dengue,Estado de São Paulo,2025,47,202547,2025-11-23,1679,1608,909,770,498,1033,148
Dengue,Estado de São Paulo,2025,48,202548,2025-11-30,2052,1949,1120,931,569,1315,168
Dengue,Estado de São Paulo,2025,49,202549,2025-12-07,1965,1846,1088,877,510,1278,177
Dengue,Estado de São Paulo,2025,50,202550,2025-12-14,1819,1693,961,858,519,1167,133
Dengue,Estado de São Paulo,2025,51,202551,2025-12-21,1711,1602,956,755,398,1153,160
Dengue,Estado de São Paulo,2025,52,202552,2025-12-28,1304,1206,705,599,314,867,123
Dengue,Estado de São Paulo,2025,53,202553,2026-01-04,1236,1143,651,585,301,776,159
Dengue,Estado de São Paulo,2026,1,202601,2026-01-04,1023,977,523,500,214,689,120
Dengue,Estado de São Paulo,2026,2,202602,2026-01-11,1680,1607,903,776,375,1118,187
Dengue,Estado de São Paulo,2026,3,202603,2026-01-18,1758,1693,955,802,378,1183,197
Dengue,Estado de São Paulo,2026,4,202604,2026-01-25,1783,1696,957,825,375,1238,170
Dengue,Estado de São Paulo,2026,5,202605,2026-02-01,1815,1743,993,821,424,1168,223
Dengue,Estado de São Paulo,2026,6,202606,2026-02-08,2028,1924,1073,954,510,1263,255
Dengue,Estado de São Paulo,2026,7,202607,2026-02-15,2096,1983,1149,946,441,1407,248
Dengue,Estado de São Paulo,2026,8,202608,2026-02-22,2549,2404,1433,1116,573,1716,260
Dengue,Estado de São Paulo,2026,9,202609,2026-03-01,2624,2428,1483,1140,621,1741,262
Dengue,Estado de São Paulo,2026,10,202610,2026-03-08,2520,2293,1348,1171,667,1609,244
Dengue,Estado de São Paulo,2026,11,202611,2026-03-15,2844,2658,1499,1343,798,1748,298
Dengue,Estado de São Paulo,2026,12,202612,2026-03-22,3169,2982,1692,1475,894,1978,297
Dengue,Estado de São Paulo,2026,13,202613,2026-03-29,2922,2738,1554,1365,807,1805,310
Dengue,Estado de São Paulo,2026,14,202614,2026-04-05,3350,3140,1833,1516,949,2011,390
Dengue,Estado de São Paulo,2026,15,202615,2026-04-12,3462,3263,1831,1630,979,2048,435
Dengue,Estado de São Paulo,2026,16,202616,2026-04-19,2972,2831,1612,1360,808,1822,342
Dengue,Estado de São Paulo,2026,17,202617,2026-04-26,2907,2758,1541,1365,738,1781,388
Dengue,Estado de São Paulo,2026,18,202618,2026-05-03,3565,3383,1891,1674,914,2171,480
Dengue,Estado de São Paulo,2026,19,202619,2026-05-10,2739,2613,1504,1234,672,1743,324
Dengue,Estado de São Paulo,2026,20,202620,2026-05-17,2124,1963,1164,960,603,1298,223
Dengue,Estado de São Paulo,2026,21,202621,2026-05-24,2203,2078,1136,1067,675,1315,213
Dengue,Estado de São Paulo,2026,22,202622,2026-05-31,1458,1350,710,746,440,871,147
Dengue,Estado de São Paulo,2026,23,202623,2026-06-07,1397,1288,715,679,420,851,126
Dengue,Estado de São Paulo,2026,24,202624,2026-06-14,1054,947,567,487,351,626,77
Dengue,Estado de São Paulo,2026,25,202625,2026-06-21,887,778,456,431,261,551,75
Dengue,Estado de São Paulo,2026,26,202626,2026-06-28,973,842,511,462,297,591,85
Dengue,Estado de São Paulo,2026,27,202627,2026-07-05,678,588,331,347,181,437,60
Dengue,Estado de São Paulo,2026,28,202628,2026-07-12,655,560,338,313,152,431,72
Dengue,Estado de São Paulo,2026,29,202629,2026-07-19,672,542,360,312,167,450,55
Dengue,Estado de São Paulo,2026,30,202630,2026-07-26,702,537,374,328,176,452,74
Dengue,Estado de São Paulo,2026,31,202631,2026-08-02,868,554,449,419,235,558,75
Dengue,Estado de São Paulo,2026,32,202632,2026-08-09,934,486,506,428,298,565,71
Dengue,Estado de São Paulo,2026,33,202633,2026-08-16,1244,533,681,563,397,736,111
Dengue,Estado de São Paulo,2026,34,202634,2026-08-23,1484,368,808,676,443,909,132
Dengue,Estado de São Paulo,2026,35,202635,2026-08-30,1174,226,628,546,345,716,113
Dengue,Guarujá,2021,1,202101,2021-01-03,28,5,19,9,4,19,5
Dengue,Guarujá,2021,2,202102,2021-01-10,43,16,22,21,14,25,4
Dengue,Guarujá,2021,3,202103,2021-01-17,93,30,58,35,9,69,15
Dengue,Guarujá,2021,4,202104,2021-01-24,122,35,73,48,18,90,14
Dengue,Guarujá,2021,5,202105,2021-01-31,232,66,141,91,49,148,35
Dengue,Guarujá,2021,6,202106,2021-02-07,325,98,194,129,51,207,67
Dengue,Guarujá,2021,7,202107,2021-02-14,490,157,306,183,43,344,103
Dengue,Guarujá,2021,8,202108,2021-02-21,473,174,274,198,63,325,85
Dengue,Guarujá,2021,9,202109,2021-02-28,491,139,321,169,50,325,116
Dengue,Guarujá,2021,10,202110,2021-03-07,547,100,345,202,46,390,111
Dengue,Guarujá,2021,11,202111,2021-03-14,645,78,401,244,72,432,141
Dengue,Guarujá,2021,12,202112,2021-03-21,690,103,433,257,82,465,143
Dengue,Guarujá,2021,13,202113,2021-03-28,470,64,283,186,50,326,94
Dengue,Guarujá,2021,14,202114,2021-04-04,591,91,369,222,61,409,121
Dengue,Guarujá,2021,15,202115,2021-04-11,489,97,319,170,60,325,104
Dengue,Guarujá,2021,16,202116,2021-04-18,424,79,259,165,45,287,92
Dengue,Guarujá,2021,17,202117,2021-04-25,397,80,251,145,48,252,97
Dengue,Guarujá,2021,18,202118,2021-05-02,297,65,188,109,33,216,48
Dengue,Guarujá,2021,19,202119,2021-05-09,230,50,135,95,30,150,50
Dengue,Guarujá,2021,20,202120,2021-05-16,202,46,130,71,21,150,31
Dengue,Guarujá,2021,21,202121,2021-05-23,155,28,93,62,14,112,29
Dengue,Guarujá,2021,22,202122,2021-05-30,116,24,70,46,14,82,20
Dengue,Guarujá,2021,23,202123,2021-06-06,117,28,67,50,13,88,16
Dengue,Guarujá,2021,24,202124,2021-06-13,87,28,55,32,6,67,14
Dengue,Guarujá,2021,25,202125,2021-06-20,69,17,41,28,8,50,11
Dengue,Guarujá,2021,26,202126,2021-06-27,43,14,28,15,5,33,5
Dengue,Guarujá,2021,27,202127,2021-07-04,38,9,24,14,4,29,5
Dengue,Guarujá,2021,28,202128,2021-07-11,40,9,29,11,3,32,5
Dengue,Guarujá,2021,29,202129,2021-07-18,21,4,13,8,3,14,4
Dengue,Guarujá,2021,30,202130,2021-07-25,31,9,21,10,1,24,6
Dengue,Guarujá,2021,31,202131,2021-08-01,16,4,11,5,1,13,2
Dengue,Guarujá,2021,32,202132,2021-08-08,14,2,9,5,2,10,2
Dengue,Guarujá,2021,33,202133,2021-08-15,13,6,7,6,1,12,0
Dengue,Guarujá,2021,34,202134,2021-08-22,8,3,6,2,2,5,1
Dengue,Guarujá,2021,35,202135,2021-08-29,11,5,7,4,1,9,1
Dengue,Guarujá,2021,36,202136,2021-09-05,7,0,4,3,0,5,2
Dengue,Guarujá,2021,37,202137,2021-09-12,10,2,5,5,1,9,0
Dengue,Guarujá,2021,38,202138,2021-09-19,7,0,4,3,0,7,0
Dengue,Guarujá,2021,39,202139,2021-09-26,3,0,2,1,0,3,0
Dengue,Guarujá,2021,40,202140,2021-10-03,2,0,1,1,0,1,1
Dengue,Guarujá,2021,41,202141,2021-10-10,5,1,3,2,1,3,1
Dengue,Guarujá,2021,42,202142,2021-10-17,5,0,4,1,1,2,2
Dengue,Guarujá,2021,43,202143,2021-10-24,3,2,1,2,0,3,0
Dengue,Guarujá,2021,44,202144,2021-10-31,2,0,1,1,1,1,0
Dengue,Guarujá,2021,45,202145,2021-11-07,7,3,6,1,1,5,1
Dengue,Guarujá,2021,46,202146,2021-11-14,7,2,5,2,1,6,0
Dengue,Guarujá,2021,47,202147,2021-11-21,5,1,2,3,0,4,1
Dengue,Guarujá,2021,48,202148,2021-11-28,5,0,1,4,0,3,2
Dengue,Guarujá,2021,49,202149,2021-12-05,8,1,3,5,0,8,0
Dengue,Guarujá,2021,50,202150,2021-12-12,4,1,3,1,0,4,0
Dengue,Guarujá,2021,51,202151,2021-12-19,7,4,4,3,2,5,0
Dengue,Guarujá,2021,52,202152,2021-12-26,5,3,1,4,1,4,0
Dengue,Guarujá,2022,2,202202,2022-01-09,1,1,0,1,0,1,0
Dengue,Guarujá,2022,3,202203,2022-01-16,2,2,2,0,2,0,0
Dengue,Guarujá,2022,4,202204,2022-01-23,1,1,1,0,0,1,0
Dengue,Guarujá,2022,5,202205,2022-01-30,2,2,1,1,0,2,0
Dengue,Guarujá,2022,6,202206,2022-02-06,3,2,2,1,0,3,0
Dengue,Guarujá,2022,7,202207,2022-02-13,1,1,1,0,0,0,1
Dengue,Guarujá,2022,10,202210,2022-03-06,1,1,0,1,0,0,1
Dengue,Guarujá,2022,11,202211,2022-03-13,1,1,0,1,1,0,0
Dengue,Guarujá,2022,12,202212,2022-03-20,1,1,0,1,0,1,0
Dengue,Guarujá,2022,13,202213,2022-03-27,3,3,2,1,1,2,0
Dengue,Guarujá,2022,14,202214,2022-04-03,1,1,1,0,0,1,0
Dengue,Guarujá,2022,16,202216,2022-04-17,2,2,1,1,0,2,0
Dengue,Guarujá,2022,17,202217,2022-04-24,5,5,1,4,1,3,1
Dengue,Guarujá,2022,18,202218,2022-05-01,4,3,3,1,1,3,0
Dengue,Guarujá,2022,19,202219,2022-05-08,7,7,3,4,2,2,3
Dengue,Guarujá,2022,20,202220,2022-05-15,1,1,0,1,1,0,0
Dengue,Guarujá,2022,21,202221,2022-05-22,4,4,3,1,2,2,0
Dengue,Guarujá,2022,22,202222,2022-05-29,1,1,1,0,0,1,0
Dengue,Guarujá,2022,23,202223,2022-06-05,2,2,0,2,0,2,0
Dengue,Guarujá,2022,25,202225,2022-06-19,2,2,1,1,2,0,0
Dengue,Guarujá,2022,26,202226,2022-06-26,1,1,1,0,1,0,0
Dengue,Guarujá,2022,28,202228,2022-07-10,2,2,0,2,1,1,0
Dengue,Guarujá,2022,29,202229,2022-07-17,1,1,0,1,1,0,0
Dengue,Guarujá,2022,33,202233,2022-08-14,2,2,1,1,0,2,0
Dengue,Guarujá,2022,35,202235,2022-08-28,1,1,0,1,0,1,0
Dengue,Guarujá,2022,37,202237,2022-09-11,1,1,0,1,0,1,0
Dengue,Guarujá,2022,40,202240,2022-10-02,1,1,0,1,1,0,0
Dengue,Guarujá,2022,42,202242,2022-10-16,7,6,2,5,1,5,1
Dengue,Guarujá,2022,43,202243,2022-10-23,1,1,0,1,0,1,0
Dengue,Guarujá,2022,44,202244,2022-10-30,2,2,1,1,0,2,0
Dengue,Guarujá,2022,45,202245,2022-11-06,2,2,2,0,0,2,0
Dengue,Guarujá,2022,46,202246,2022-11-13,3,3,1,2,0,3,0
Dengue,Guarujá,2022,47,202247,2022-11-20,1,1,0,1,0,1,0
Dengue,Guarujá,2022,48,202248,2022-11-27,4,4,2,2,1,3,0
Dengue,Guarujá,2022,49,202249,2022-12-04,2,2,2,0,0,1,1
Dengue,Guarujá,2022,50,202250,2022-12-11,4,3,3,1,0,4,0
Dengue,Guarujá,2023,1,202301,2023-01-01,3,3,3,0,1,2,0
Dengue,Guarujá,2023,2,202302,2023-01-08,2,2,2,0,0,2,0
Dengue,Guarujá,2023,3,202303,2023-01-15,1,1,0,1,0,1,0
Dengue,Guarujá,2023,4,202304,2023-01-22,2,2,1,1,0,2,0
Dengue,Guarujá,2023,5,202305,2023-01-29,4,4,1,3,1,3,0
Dengue,Guarujá,2023,6,202306,2023-02-05,7,7,3,4,1,6,0
Dengue,Guarujá,2023,7,202307,2023-02-12,18,18,10,8,6,10,2
Dengue,Guarujá,2023,8,202308,2023-02-19,8,8,2,6,1,6,1
Dengue,Guarujá,2023,9,202309,2023-02-26,23,22,20,3,6,16,1
Dengue,Guarujá,2023,10,202310,2023-03-05,24,24,11,13,13,10,1
Dengue,Guarujá,2023,11,202311,2023-03-12,38,38,20,18,12,24,2
Dengue,Guarujá,2023,12,202312,2023-03-19,60,60,36,24,11,42,7
Dengue,Guarujá,2023,13,202313,2023-03-26,83,83,37,46,18,59,6
Dengue,Guarujá,2023,14,202314,2023-04-02,70,70,42,28,16,49,5
Dengue,Guarujá,2023,15,202315,2023-04-09,65,65,37,28,13,46,6
Dengue,Guarujá,2023,16,202316,2023-04-16,101,100,52,49,28,66,7
Dengue,Guarujá,2023,17,202317,2023-04-23,80,79,34,46,31,47,2
Dengue,Guarujá,2023,18,202318,2023-04-30,68,68,38,30,18,46,4
Dengue,Guarujá,2023,19,202319,2023-05-07,76,76,38,38,17,55,4
Dengue,Guarujá,2023,20,202320,2023-05-14,86,86,47,39,26,58,2
Dengue,Guarujá,2023,21,202321,2023-05-21,39,39,22,17,9,27,3
Dengue,Guarujá,2023,22,202322,2023-05-28,42,42,24,18,10,28,4
Dengue,Guarujá,2023,23,202323,2023-06-04,53,53,24,29,12,37,4
Dengue,Guarujá,2023,24,202324,2023-06-11,51,50,25,26,12,35,4
Dengue,Guarujá,2023,25,202325,2023-06-18,18,18,9,9,7,10,1
Dengue,Guarujá,2023,26,202326,2023-06-25,15,15,5,10,5,9,1
Dengue,Guarujá,2023,27,202327,2023-07-02,22,22,11,11,3,18,1
Dengue,Guarujá,2023,28,202328,2023-07-09,25,25,14,11,11,13,1
Dengue,Guarujá,2023,29,202329,2023-07-16,2,2,1,1,0,2,0
Dengue,Guarujá,2023,30,202330,2023-07-23,8,8,2,6,3,5,0
Dengue,Guarujá,2023,31,202331,2023-07-30,13,13,5,8,5,8,0
Dengue,Guarujá,2023,32,202332,2023-08-06,21,21,12,9,5,12,4
Dengue,Guarujá,2023,33,202333,2023-08-13,4,4,0,4,2,0,2
Dengue,Guarujá,2023,34,202334,2023-08-20,12,12,4,8,4,8,0
Dengue,Guarujá,2023,35,202335,2023-08-27,14,14,11,3,2,12,0
Dengue,Guarujá,2023,36,202336,2023-09-03,12,11,9,3,4,7,1
Dengue,Guarujá,2023,37,202337,2023-09-10,4,4,1,3,2,2,0
Dengue,Guarujá,2023,38,202338,2023-09-17,7,7,5,2,3,3,1
Dengue,Guarujá,2023,39,202339,2023-09-24,7,5,5,2,2,5,0
Dengue,Guarujá,2023,40,202340,2023-10-01,6,6,4,2,0,6,0
Dengue,Guarujá,2023,41,202341,2023-10-08,7,7,5,2,1,6,0
Dengue,Guarujá,2023,42,202342,2023-10-15,9,7,3,6,3,6,0
Dengue,Guarujá,2023,43,202343,2023-10-22,8,8,5,3,2,5,1
Dengue,Guarujá,2023,44,202344,2023-10-29,11,10,5,6,3,8,0
Dengue,Guarujá,2023,45,202345,2023-11-05,19,14,12,7,2,15,2
Dengue,Guarujá,2023,46,202346,2023-11-12,11,10,6,5,5,6,0
Dengue,Guarujá,2023,47,202347,2023-11-19,19,16,11,8,7,12,0
Dengue,Guarujá,2023,48,202348,2023-11-26,20,19,9,11,9,11,0
Dengue,Guarujá,2023,49,202349,2023-12-03,18,15,12,6,9,8,1
Dengue,Guarujá,2023,50,202350,2023-12-10,34,25,19,15,13,19,2
Dengue,Guarujá,2023,51,202351,2023-12-17,27,11,16,11,12,15,0
Dengue,Guarujá,2023,52,202352,2023-12-24,22,12,7,15,10,10,2
Dengue,Guarujá,2024,1,202401,2024-01-07,3,2,1,2,0,3,0
Dengue,Guarujá,2024,2,202402,2024-01-14,23,23,15,8,6,16,1
Dengue,Guarujá,2024,3,202403,2024-01-21,35,35,18,17,8,23,4
Dengue,Guarujá,2024,4,202404,2024-01-28,46,46,30,16,10,33,3
Dengue,Guarujá,2024,5,202405,2024-02-04,68,68,34,34,17,42,9
Dengue,Guarujá,2024,6,202406,2024-02-11,199,199,109,90,58,123,18
Dengue,Guarujá,2024,7,202407,2024-02-18,241,241,126,115,57,170,14
Dengue,Guarujá,2024,8,202408,2024-02-25,394,394,229,165,95,268,31
Dengue,Guarujá,2024,9,202409,2024-03-03,527,526,299,228,121,374,32
Dengue,Guarujá,2024,10,202410,2024-03-10,424,421,248,176,95,296,33
Dengue,Guarujá,2024,11,202411,2024-03-17,456,453,229,227,122,298,36
Dengue,Guarujá,2024,12,202412,2024-03-24,467,465,278,189,117,309,41
Dengue,Guarujá,2024,13,202413,2024-03-31,629,628,368,261,150,417,62
Dengue,Guarujá,2024,14,202414,2024-04-07,718,718,376,342,204,455,59
Dengue,Guarujá,2024,15,202415,2024-04-14,628,626,342,286,193,373,62
Dengue,Guarujá,2024,16,202416,2024-04-21,602,599,341,261,187,357,58
Dengue,Guarujá,2024,17,202417,2024-04-28,505,501,260,245,122,338,45
Dengue,Guarujá,2024,18,202418,2024-05-05,407,407,209,198,110,256,41
Dengue,Guarujá,2024,19,202419,2024-05-12,501,496,261,240,149,304,48
Dengue,Guarujá,2024,20,202420,2024-05-19,455,454,247,208,140,276,39
Dengue,Guarujá,2024,21,202421,2024-05-26,366,364,210,156,106,229,31
Dengue,Guarujá,2024,22,202422,2024-06-02,203,201,100,103,66,113,24
Dengue,Guarujá,2024,23,202423,2024-06-09,143,142,83,60,44,87,12
Dengue,Guarujá,2024,24,202424,2024-06-16,159,159,90,69,47,103,9
Dengue,Guarujá,2024,25,202425,2024-06-23,94,94,49,45,34,49,11
Dengue,Guarujá,2024,26,202426,2024-06-30,67,67,37,30,25,38,4
Dengue,Guarujá,2024,27,202427,2024-07-07,46,46,22,24,13,29,4
Dengue,Guarujá,2024,28,202428,2024-07-14,34,33,21,13,11,19,4
Dengue,Guarujá,2024,29,202429,2024-07-21,13,13,6,7,5,8,0
Dengue,Guarujá,2024,30,202430,2024-07-28,6,6,3,3,1,4,1
Dengue,Guarujá,2024,31,202431,2024-08-04,6,6,2,4,3,2,1
Dengue,Guarujá,2024,32,202432,2024-08-11,4,4,2,2,2,2,0
Dengue,Guarujá,2024,33,202433,2024-08-18,3,3,2,1,2,1,0
Dengue,Guarujá,2024,35,202435,2024-09-01,5,5,4,1,2,3,0
Dengue,Guarujá,2024,36,202436,2024-09-08,4,4,1,3,1,2,1
Dengue,Guarujá,2024,37,202437,2024-09-15,1,1,1,0,0,1,0
Dengue,Guarujá,2024,38,202438,2024-09-22,2,2,1,1,0,2,0
Dengue,Guarujá,2024,39,202439,2024-09-29,2,2,1,1,0,1,1
Dengue,Guarujá,2024,40,202440,2024-10-06,2,2,1,1,0,2,0
Dengue,Guarujá,2024,43,202443,2024-10-27,1,1,1,0,0,1,0
Dengue,Guarujá,2024,44,202444,2024-11-03,3,3,3,0,1,2,0
Dengue,Guarujá,2024,45,202445,2024-11-10,9,8,4,5,2,5,2
Dengue,Guarujá,2024,46,202446,2024-11-17,2,1,1,1,2,0,0
Dengue,Guarujá,2024,47,202447,2024-11-24,2,1,0,2,1,1,0
Dengue,Guarujá,2024,48,202448,2024-12-01,4,4,2,2,0,3,1
Dengue,Guarujá,2024,49,202449,2024-12-08,5,5,3,2,0,4,1
Dengue,Guarujá,2024,50,202450,2024-12-15,4,4,1,3,3,1,0
Dengue,Guarujá,2024,51,202451,2024-12-22,5,4,3,2,2,2,1
Dengue,Guarujá,2024,52,202452,2024-12-29,1,1,1,0,0,1,0
Dengue,Guarujá,2025,1,202501,2025-01-05,7,6,4,3,0,7,0
Dengue,Guarujá,2025,2,202502,2025-01-12,1,1,1,0,0,1,0
